Unnamed: 0,single,cluster,total_cell_in_cluster,cell_ratio,single.1,cluster.1,total_cell_in_cluster.1,cell_ratio.1,single.1.1,cluster.1.1,total_cell_in_cluster.1.1,cell_ratio.1.1,single.1.1.1,cluster.1.1.1,total_cell_in_cluster.1.1.1,cell_ratio.1.1.1,single.1.1.1.1,cluster.1.1.1.1,total_cell_in_cluster.1.1.1.1,cell_ratio.1.1.1.1,single.1.1.1.1.1,cluster.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1,cell_ratio.1.1.1.1.1,single.1.1.1.1.1.1,cluster.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1,single.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single,cluster,total_cell_in_cluster,cell_ratio
0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0
1,3,7,28,90.32258064516128,9,5,17,65.38461538461539,6,2,8,57.14285714285714,3,4,32,91.42857142857144,2,3,10,83.33333333333334,3,0,0,0.0,5,7,35,87.5,0,3,16,100.0,10,1,37,78.72340425531915,5,3,14,73.68421052631578,0,5,51,100.0,1,1,7,87.5,4,5,13,76.47058823529412,4,4,47,92.15686274509804,3,3,10,76.92307692307693,2,6,32,94.11764705882352,7,3,20,74.07407407407408,6,5,20,76.92307692307693,5,2,17,77.27272727272727,2,2,6,75.0
2,2,3,13,86.66666666666667,2,4,8,80.0,2,1,2,50.0,4,0,0,0.0,1,1,5,83.33333333333334,2,0,0,0.0,1,2,5,83.33333333333334,3,0,0,0.0,4,3,7,63.63636363636363,4,1,4,50.0,0,0,0,0.0,1,0,0,0.0,6,2,11,64.70588235294117,2,0,0,0.0,1,1,3,75.0,3,0,0,0.0,4,1,2,33.33333333333333,2,1,2,50.0,5,0,0,0.0,5,0,0,0.0
3,6,2,4,40.0,10,0,0,0.0,4,1,2,33.33333333333333,8,1,2,20.0,0,0,0,0.0,5,1,2,28.57142857142857,4,0,0,0.0,5,0,0,0.0,6,3,11,64.70588235294117,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,9,3,6,40.0,3,0,0,0.0,1,0,0,0.0,4,0,0,0.0,7,1,2,22.22222222222222,2,0,0,0.0,5,2,4,44.44444444444444,3,0,0,0.0
4,9,0,0,0.0,9,2,4,30.76923076923077,6,0,0,0.0,2,0,0,0.0,3,0,0,0.0,8,3,6,42.85714285714285,7,0,0,0.0,4,0,0,0.0,9,1,3,25.0,3,1,2,40.0,1,0,0,0.0,2,0,0,0.0,6,2,4,40.0,3,0,0,0.0,0,1,2,100.0,8,1,2,20.0,11,1,2,15.384615384615383,3,0,0,0.0,7,2,5,41.66666666666667,5,1,3,37.5
5,5,3,8,61.53846153846154,12,4,8,40.0,9,1,2,18.181818181818183,5,1,2,28.57142857142857,7,0,0,0.0,15,3,6,28.57142857142857,5,1,3,37.5,4,1,2,33.33333333333333,13,3,6,31.57894736842105,7,0,0,0.0,3,0,0,0.0,9,1,2,18.181818181818183,14,2,4,22.22222222222222,5,4,10,66.66666666666666,3,0,0,0.0,9,2,4,30.76923076923077,16,1,2,11.11111111111111,4,0,0,0.0,17,2,5,22.727272727272727,9,1,3,25.0
6,14,3,9,39.130434782608695,18,1,5,21.73913043478261,13,2,4,23.52941176470588,5,4,8,61.53846153846154,1,1,3,75.0,20,3,10,33.33333333333333,8,2,4,33.33333333333333,5,1,2,28.57142857142857,23,3,7,23.33333333333333,6,0,0,0.0,5,1,3,37.5,10,0,0,0.0,12,9,22,64.70588235294117,12,3,9,42.85714285714285,5,5,10,66.66666666666666,10,3,6,37.5,17,8,16,48.48484848484848,10,1,2,16.666666666666664,20,2,4,16.666666666666664,8,1,2,20.0
7,17,5,11,39.285714285714285,25,4,13,34.21052631578947,18,3,8,30.76923076923077,6,3,7,53.84615384615385,9,0,0,0.0,32,4,9,21.951219512195124,15,4,8,34.78260869565217,12,0,0,0.0,22,7,16,42.10526315789473,7,1,2,22.22222222222222,11,1,3,21.428571428571427,17,2,5,22.727272727272727,31,7,28,47.45762711864407,19,4,9,32.142857142857146,16,0,0,0.0,22,4,10,31.25,25,11,22,46.80851063829788,13,1,2,13.333333333333334,22,8,17,43.58974358974359,18,1,2,10.0
8,24,7,17,41.46341463414634,31,9,27,46.55172413793103,22,5,12,35.294117647058826,13,3,8,38.095238095238095,10,3,7,41.17647058823529,37,9,28,43.07692307692308,23,3,7,23.33333333333333,15,2,4,21.052631578947366,30,10,26,46.42857142857143,13,4,9,40.909090909090914,18,2,6,25.0,22,5,10,31.25,36,7,21,36.84210526315789,21,3,7,25.0,20,2,4,16.666666666666664,20,6,17,45.94594594594595,40,12,28,41.17647058823529,18,4,8,30.76923076923077,35,14,33,48.52941176470589,23,5,11,32.35294117647059
9,28,11,33,54.09836065573771,39,11,35,47.2972972972973,30,6,20,40.0,22,9,24,52.17391304347826,27,4,8,22.857142857142858,52,17,46,46.93877551020408,40,7,15,27.27272727272727,22,5,13,37.142857142857146,44,11,29,39.72602739726028,22,3,9,29.03225806451613,27,6,13,32.5,29,9,20,40.81632653061224,51,12,35,40.69767441860465,27,6,20,42.5531914893617,30,5,11,26.82926829268293,43,6,17,28.33333333333333,62,16,39,38.613861386138616,29,4,11,27.500000000000004,51,15,43,45.74468085106383,41,6,19,31.666666666666664
