Unnamed: 0,single,cluster,total_cell_in_cluster,cell_ratio,single.1,cluster.1,total_cell_in_cluster.1,cell_ratio.1,single.1.1,cluster.1.1,total_cell_in_cluster.1.1,cell_ratio.1.1,single.1.1.1,cluster.1.1.1,total_cell_in_cluster.1.1.1,cell_ratio.1.1.1,single.1.1.1.1,cluster.1.1.1.1,total_cell_in_cluster.1.1.1.1,cell_ratio.1.1.1.1,single.1.1.1.1.1,cluster.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1,cell_ratio.1.1.1.1.1,single.1.1.1.1.1.1,cluster.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1,single.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single,cluster,total_cell_in_cluster,cell_ratio
0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0
1,3,0,0,0.0,2,0,0,0.0,5,0,0,0.0,0,1,2,100.0,5,2,5,50.0,2,1,4,66.66666666666666,1,0,0,0.0,2,0,0,0.0,4,1,2,33.33333333333333,3,1,2,40.0,2,0,0,0.0,4,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,1,2,66.66666666666666,0,1,7,100.0,1,0,0,0.0,0,1,2,100.0,5,0,0,0.0,2,1,2,50.0
2,4,2,4,50.0,2,1,2,50.0,5,3,10,66.66666666666666,5,0,0,0.0,4,5,13,76.47058823529412,5,1,2,28.57142857142857,4,3,8,66.66666666666666,6,1,2,25.0,6,1,2,25.0,4,2,4,50.0,8,2,4,33.33333333333333,8,2,4,33.33333333333333,8,5,10,55.55555555555556,6,0,0,0.0,13,2,4,23.52941176470588,3,2,5,62.5,2,1,2,50.0,5,2,4,44.44444444444444,9,2,4,30.76923076923077,6,3,12,66.66666666666666
3,7,7,15,68.18181818181817,9,2,7,43.75,13,7,26,66.66666666666666,11,3,11,50.0,26,6,13,33.33333333333333,11,1,3,21.428571428571427,17,7,15,46.875,13,6,12,48.0,6,5,16,72.72727272727273,11,4,16,59.25925925925925,12,5,11,47.82608695652174,12,5,11,47.82608695652174,15,11,24,61.53846153846154,7,1,3,30.0,10,13,38,79.16666666666666,14,7,17,54.83870967741935,12,6,20,62.5,13,8,21,61.76470588235294,17,8,22,56.41025641025641,19,3,9,32.142857142857146
4,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637,7,2,4,36.36363636363637
5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5,14,1,2,12.5
6,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664,15,1,3,16.666666666666664
7,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413,28,3,6,17.647058823529413
8,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183,34,5,15,30.612244897959183
9,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127,39,11,32,45.07042253521127
