Unnamed: 0,single,cluster,total_cell_in_cluster,cell_ratio,single.1,cluster.1,total_cell_in_cluster.1,cell_ratio.1,single.1.1,cluster.1.1,total_cell_in_cluster.1.1,cell_ratio.1.1,single.1.1.1,cluster.1.1.1,total_cell_in_cluster.1.1.1,cell_ratio.1.1.1,single.1.1.1.1,cluster.1.1.1.1,total_cell_in_cluster.1.1.1.1,cell_ratio.1.1.1.1,single.1.1.1.1.1,cluster.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1,cell_ratio.1.1.1.1.1,single.1.1.1.1.1.1,cluster.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1,single.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single,cluster,total_cell_in_cluster,cell_ratio
0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0
1,4,0,0,0.0,3,5,53,94.64285714285714,3,3,6,66.66666666666666,4,1,2,33.33333333333333,2,3,8,80.0,5,6,35,87.5,4,4,25,86.20689655172413,3,6,72,96.0,5,1,5,50.0,2,1,2,50.0,6,4,35,85.36585365853658,2,5,25,92.5925925925926,2,3,8,80.0,4,0,0,0.0,6,4,24,80.0,1,4,20,95.23809523809524,5,4,10,66.66666666666666,2,2,5,71.42857142857143,2,3,54,96.42857142857144,2,4,23,92.0
2,4,0,0,0.0,4,0,0,0.0,1,0,0,0.0,1,1,2,66.66666666666666,1,3,23,95.83333333333334,1,1,4,80.0,2,0,0,0.0,3,1,18,85.71428571428571,0,0,0,0.0,2,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,2,0,0,0.0,1,1,3,75.0,2,1,5,71.42857142857143,1,0,0,0.0,0,0,0,0.0,1,1,2,66.66666666666666,0,4,9,100.0
3,2,1,3,60.0,1,0,0,0.0,1,0,0,0.0,4,1,2,33.33333333333333,1,0,0,0.0,3,1,2,40.0,3,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,1,0,0,0.0,0,0,0,0.0,4,0,0,0.0,1,0,0,0.0,1,0,0,0.0,3,0,0,0.0,1,0,0,0.0,1,1,4,80.0,0,0,0,0.0,0,1,2,100.0
4,3,1,2,40.0,2,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0,1,2,100.0,3,1,2,40.0,2,0,0,0.0,4,0,0,0.0,2,0,0,0.0,3,0,0,0.0,4,1,2,33.33333333333333,3,0,0,0.0,3,1,2,40.0,2,0,0,0.0,2,0,0,0.0,0,1,2,100.0,1,1,3,75.0,1,1,3,75.0
5,1,2,4,80.0,2,1,2,50.0,1,0,0,0.0,4,0,0,0.0,2,0,0,0.0,3,0,0,0.0,3,0,0,0.0,3,0,0,0.0,0,0,0,0.0,1,1,2,66.66666666666666,2,2,4,66.66666666666666,1,1,2,66.66666666666666,5,1,2,28.57142857142857,3,1,2,40.0,1,2,4,80.0,4,0,0,0.0,4,1,2,33.33333333333333,1,1,5,83.33333333333334,3,1,3,50.0,1,1,4,80.0
6,2,3,6,75.0,2,0,0,0.0,0,1,3,100.0,7,3,7,50.0,3,0,0,0.0,4,0,0,0.0,2,1,5,71.42857142857143,4,2,4,50.0,2,1,3,60.0,0,1,2,100.0,2,1,2,50.0,7,2,6,46.15384615384615,4,1,3,42.85714285714285,5,2,6,54.54545454545454,3,1,2,40.0,4,1,3,42.85714285714285,4,1,2,33.33333333333333,4,0,0,0.0,2,1,2,50.0,4,1,2,33.33333333333333
7,4,1,2,33.33333333333333,8,6,14,63.63636363636363,6,0,0,0.0,7,3,9,56.25,3,2,5,62.5,2,2,4,66.66666666666666,5,1,6,54.54545454545454,7,1,4,36.36363636363637,4,1,2,33.33333333333333,2,1,2,50.0,4,2,4,50.0,5,2,5,50.0,4,5,16,80.0,5,0,0,0.0,5,2,5,50.0,3,1,4,57.14285714285714,6,3,8,57.14285714285714,1,2,5,83.33333333333334,3,2,7,70.0,6,3,6,50.0
8,2,5,14,87.5,5,0,0,0.0,2,0,0,0.0,5,1,2,28.57142857142857,3,2,6,66.66666666666666,6,4,10,62.5,4,0,0,0.0,8,2,6,42.85714285714285,5,3,9,64.28571428571429,1,1,2,66.66666666666666,8,5,11,57.89473684210527,6,2,4,40.0,5,1,2,28.57142857142857,10,2,5,33.33333333333333,4,1,2,33.33333333333333,7,2,5,41.66666666666667,3,1,2,40.0,4,1,5,55.55555555555556,7,2,7,50.0,4,1,3,42.857142857142854
9,8,5,10,55.55555555555556,8,3,9,52.94117647058824,6,4,12,66.66666666666666,7,3,6,46.15384615384615,7,1,4,36.36363636363637,8,5,12,60.0,8,2,4,33.33333333333333,5,5,17,77.27272727272727,4,3,10,71.42857142857143,9,2,8,47.05882352941176,7,3,8,53.333333333333336,7,9,25,78.125,8,3,14,63.63636363636363,8,2,6,42.85714285714285,8,1,3,27.27272727272727,10,4,10,50.0,6,2,5,45.45454545454545,4,0,0,0.0,9,2,4,30.76923076923077,1,2,4,80.0
