Unnamed: 0,single,cluster,total_cell_in_cluster,cell_ratio,single.1,cluster.1,total_cell_in_cluster.1,cell_ratio.1,single.1.1,cluster.1.1,total_cell_in_cluster.1.1,cell_ratio.1.1,single.1.1.1,cluster.1.1.1,total_cell_in_cluster.1.1.1,cell_ratio.1.1.1,single.1.1.1.1,cluster.1.1.1.1,total_cell_in_cluster.1.1.1.1,cell_ratio.1.1.1.1,single.1.1.1.1.1,cluster.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1,cell_ratio.1.1.1.1.1,single.1.1.1.1.1.1,cluster.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1,single.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,total_cell_in_cluster.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,cell_ratio.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,single,cluster,total_cell_in_cluster,cell_ratio
0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0,0,3,61,100.0
1,3,2,4,57.14285714285714,1,0,0,0.0,3,0,0,0.0,7,0,0,0.0,4,0,0,0.0,7,0,0,0.0,3,1,2,40.0,11,0,0,0.0,6,0,0,0.0,3,1,2,40.0,3,0,0,0.0,4,0,0,0.0,3,1,2,40.0,5,1,2,28.57142857142857,4,0,0,0.0,5,0,0,0.0,3,0,0,0.0,6,1,2,25.0,2,1,6,75.0,3,1,2,40.0
2,9,5,13,59.09090909090909,11,1,3,21.428571428571427,20,1,2,9.090909090909092,22,2,4,15.384615384615383,14,0,0,0.0,19,2,5,20.833333333333336,17,2,4,19.047619047619047,23,7,15,39.47368421052632,15,3,8,34.78260869565217,10,3,7,41.17647058823529,8,1,3,27.27272727272727,14,1,4,22.22222222222222,10,1,2,16.666666666666664,15,3,7,31.818181818181817,10,3,7,41.17647058823529,14,2,5,26.31578947368421,16,3,7,30.434782608695656,23,2,4,14.814814814814811,6,2,4,40.0,13,1,2,13.333333333333334
3,38,8,22,36.66666666666666,39,8,18,31.57894736842105,42,15,32,43.24324324324324,42,15,47,52.80898876404494,53,13,33,38.372093023255815,55,11,38,40.86021505376344,43,12,39,47.5609756097561,62,16,45,42.05607476635514,50,10,28,35.8974358974359,29,10,21,42.0,25,6,13,34.21052631578947,29,12,39,57.35294117647059,40,7,18,31.03448275862069,27,8,36,57.14285714285714,36,5,13,26.53061224489796,31,11,32,50.79365079365079,45,14,38,45.78313253012048,45,17,45,50.0,31,5,11,26.190476190476197,28,10,26,48.148148148148145
4,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714,1,3,34,97.14285714285714
5,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0,1,1,3,75.0
6,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0
7,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
8,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0
9,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0
